"
date",gwl,rain,rain_lag_7,rain_lag_30,cum_rain_30,gwl_lag_1,gwl_trend_30,month_sin,month_cos
2023-03-17,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-18,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-19,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-20,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-21,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-22,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-23,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-24,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-25,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-26,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-27,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-28,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-29,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-30,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-03-31,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,1.0,6.123233995736766e-17
2023-04-01,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-02,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-03,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-04,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-05,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-06,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-07,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-08,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-09,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-10,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-11,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-12,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-13,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-14,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-15,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-16,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-17,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-18,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-19,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-20,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-21,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-22,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-23,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-24,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-25,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-26,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-27,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-28,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-29,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-04-30,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.8660254037844387,-0.4999999999999998
2023-05-01,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-02,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-03,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-04,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-05,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-06,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-07,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-08,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-09,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
2023-05-10,13.85000038146973,0,0.0,0.0,0.0,13.85000038146973,0.0,0.49999999999999994,-0.8660254037844387
