"
date",gwl,rain,rain_lag_7,rain_lag_30,cum_rain_30,gwl_lag_1,gwl_trend_30,month_sin,month_cos
2023-03-17,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-18,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-19,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-20,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-21,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-22,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-23,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-24,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-25,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-26,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-27,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-28,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-29,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-30,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-03-31,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,1.0,6.123233995736766e-17
2023-04-01,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-02,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-03,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-04,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-05,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-06,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-07,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-08,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-09,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-10,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-11,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-12,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-13,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-14,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-15,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-16,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-17,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-18,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-19,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-20,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-21,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-22,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-23,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-24,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-25,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-26,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-27,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-28,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-29,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-04-30,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.8660254037844387,-0.4999999999999998
2023-05-01,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-02,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-03,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-04,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-05,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-06,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-07,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-08,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-09,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
2023-05-10,11.22000026702881,0,0.0,0.0,0.0,11.22000026702881,0.0,0.49999999999999994,-0.8660254037844387
