"
date",gwl,rain,rain_lag_7,rain_lag_30,cum_rain_30,gwl_lag_1,gwl_trend_30,month_sin,month_cos
2024-01-06,-45.019999504089355,0,0.0,0.0,0.0,-44.99000072479248,-0.019250011444092035,0.49999999999999994,0.8660254037844387
2024-01-07,-45.04750061035156,0,0.0,0.0,0.0,-45.019999504089355,-0.020166683197021484,0.49999999999999994,0.8660254037844387
2024-01-08,-45.07500076293945,0,0.0,0.0,0.0,-45.04750061035156,-0.021083354949951172,0.49999999999999994,0.8660254037844387
2024-01-09,-45.10499954223633,0,0.0,0.0,0.0,-45.07500076293945,-0.021166642506917317,0.49999999999999994,0.8660254037844387
2024-01-10,-45.13000011444092,0,0.0,0.0,0.0,-45.10499954223633,-0.021416632334391277,0.49999999999999994,0.8660254037844387
2024-01-11,-45.15999984741211,0,0.0,0.0,0.0,-45.13000011444092,-0.022166633605957033,0.49999999999999994,0.8660254037844387
2024-01-12,-45.1899995803833,0,0.0,0.0,0.0,-45.15999984741211,-0.02258335749308268,0.49999999999999994,0.8660254037844387
2024-01-13,-45.22000026702881,0,0.0,0.0,0.0,-45.1899995803833,-0.0230833371480306,0.49999999999999994,0.8660254037844387
2024-01-14,-45.25250053405762,0,0.0,0.0,0.0,-45.22000026702881,-0.02350002924601237,0.49999999999999994,0.8660254037844387
2024-01-15,-45.292500495910645,0,0.0,0.0,0.0,-45.25250053405762,-0.024416669209798177,0.49999999999999994,0.8660254037844387
2024-01-16,-45.322500228881836,0,0.0,0.0,0.0,-45.292500495910645,-0.02474997838338216,0.49999999999999994,0.8660254037844387
2024-01-17,-45.35499954223633,0,0.0,0.0,0.0,-45.322500228881836,-0.025,0.49999999999999994,0.8660254037844387
2024-01-18,-45.392499923706055,0,0.0,0.0,0.0,-45.35499954223633,-0.02566668192545573,0.49999999999999994,0.8660254037844387
2024-01-19,-45.422000122070315,0,0.0,0.0,0.0,-45.392499923706055,-0.025983339945475355,0.49999999999999994,0.8660254037844387
2024-01-20,-45.453000831604,0,0.0,0.0,0.0,-45.422000122070315,-0.026433366139729724,0.49999999999999994,0.8660254037844387
2024-01-21,-45.48200035095215,0,0.0,0.0,0.0,-45.453000831604,-0.026650047302246092,0.49999999999999994,0.8660254037844387
2024-01-22,-45.51299858093262,0,0.0,0.0,0.0,-45.48200035095215,-0.026849969228108724,0.49999999999999994,0.8660254037844387
2024-01-23,-45.542500495910645,0,0.0,0.0,0.0,-45.51299858093262,-0.026916662851969402,0.49999999999999994,0.8660254037844387
2024-01-24,-45.572500228881836,0,0.0,0.0,0.0,-45.542500495910645,-0.027250035603841146,0.49999999999999994,0.8660254037844387
2024-01-25,-45.60249900817871,0,0.0,0.0,0.0,-45.572500228881836,-0.027499993642171223,0.49999999999999994,0.8660254037844387
2024-01-26,-45.62500095367431,0,0.0,0.0,0.0,-45.60249900817871,-0.027500025431314867,0.49999999999999994,0.8660254037844387
2024-01-27,-45.65000057220459,0,0.0,0.0,0.0,-45.62500095367431,-0.02783330281575497,0.49999999999999994,0.8660254037844387
2024-01-28,-45.67249870300293,0,0.0,0.0,0.0,-45.65000057220459,-0.02799990971883138,0.49999999999999994,0.8660254037844387
2024-01-29,-45.69999980926514,0,0.0,0.0,0.0,-45.67249870300293,-0.02841669718424503,0.49999999999999994,0.8660254037844387
2024-01-30,-45.72250080108642,0,0.0,0.0,0.0,-45.69999980926514,-0.028416697184244555,0.49999999999999994,0.8660254037844387
2024-01-31,-45.7524995803833,0,0.0,0.0,0.0,-45.72250080108642,-0.02866665522257487,0.49999999999999994,0.8660254037844387
2024-02-01,-45.77499961853027,0,0.0,0.0,0.0,-45.7524995803833,-0.028583367665608723,0.8660254037844386,0.5000000000000001
2024-02-02,-45.80000019073486,0,0.0,0.0,0.0,-45.77499961853027,-0.02866668701171875,0.8660254037844386,0.5000000000000001
2024-02-03,-45.820000648498535,0,0.0,0.0,0.0,-45.80000019073486,-0.028499984741211175,0.8660254037844386,0.5000000000000001
2024-02-04,-45.84000015258789,0,0.0,0.0,0.0,-45.820000648498535,-0.028333314259847007,0.8660254037844386,0.5000000000000001
2024-02-05,-45.864999771118164,0,0.0,0.0,0.0,-45.84000015258789,-0.028166675567626955,0.8660254037844386,0.5000000000000001
2024-02-06,-45.88749980926514,0,0.0,0.0,0.0,-45.864999771118164,-0.02799997329711914,0.8660254037844386,0.5000000000000001
2024-02-07,-45.902501106262214,0,0.0,0.0,0.0,-45.88749980926514,-0.027583344777425366,0.8660254037844386,0.5000000000000001
2024-02-08,-45.91749858856201,0,0.0,0.0,0.0,-45.902501106262214,-0.027083301544189455,0.8660254037844386,0.5000000000000001
2024-02-09,-45.9399995803833,0,0.0,0.0,0.0,-45.91749858856201,-0.026999982198079427,0.8660254037844386,0.5000000000000001
2024-02-10,-45.95749950408936,0,0.0,0.0,0.0,-45.9399995803833,-0.026583321889241774,0.8660254037844386,0.5000000000000001
2024-02-11,-45.97500038146973,0,0.0,0.0,0.0,-45.95749950408936,-0.026166693369547526,0.8660254037844386,0.5000000000000001
2024-02-12,-45.9925012588501,0,0.0,0.0,0.0,-45.97500038146973,-0.025750033060709634,0.8660254037844386,0.5000000000000001
2024-02-13,-46.01249885559082,0,0.0,0.0,0.0,-45.9925012588501,-0.025333277384440103,0.8660254037844386,0.5000000000000001
2024-02-14,-46.02999973297119,0,0.0,0.0,0.0,-46.01249885559082,-0.02458330790201823,0.8660254037844386,0.5000000000000001
2024-02-15,-46.05500030517578,0,0.0,0.0,0.0,-46.02999973297119,-0.024416669209798177,0.8660254037844386,0.5000000000000001
2024-02-16,-46.07500076293945,0,0.0,0.0,0.0,-46.05500030517578,-0.024000040690104165,0.8660254037844386,0.5000000000000001
2024-02-17,-46.09000015258789,0,0.0,0.0,0.0,-46.07500076293945,-0.023250007629394533,0.8660254037844386,0.5000000000000001
2024-02-18,-46.109999656677246,0,0.0,0.0,0.0,-46.09000015258789,-0.022933317820231024,0.8660254037844386,0.5000000000000001
2024-02-19,-46.13000011444092,0,0.0,0.0,0.0,-46.109999656677246,-0.022566642761230563,0.8660254037844386,0.5000000000000001
2024-02-20,-46.152501106262214,0,0.0,0.0,0.0,-46.13000011444092,-0.02235002517700219,0.8660254037844386,0.5000000000000001
2024-02-21,-46.16999912261963,0,0.0,0.0,0.0,-46.152501106262214,-0.021900018056233723,0.8660254037844386,0.5000000000000001
2024-02-22,-46.19426620483398,0,0.0,0.0,0.0,-46.16999912261963,-0.021725523630777843,0.8660254037844386,0.5000000000000001
2024-02-23,-46.21249961853027,0,0.0,0.0,0.0,-46.19426620483398,-0.02133331298828125,0.8660254037844386,0.5000000000000001
2024-02-24,-46.232500076293945,0,0.0,0.0,0.0,-46.21249961853027,-0.021000035603841147,0.8660254037844386,0.5000000000000001
2024-02-25,-46.2549991607666,0,0.0,0.0,0.0,-46.232500076293945,-0.02099994023640974,0.8660254037844386,0.5000000000000001
2024-02-26,-46.267499923706055,0,0.0,0.0,0.0,-46.2549991607666,-0.020583311716715496,0.8660254037844386,0.5000000000000001
2024-02-27,-46.28999996185303,0,0.0,0.0,0.0,-46.267499923706055,-0.020583375295003255,0.8660254037844386,0.5000000000000001
2024-02-28,-46.31250095367432,0,0.0,0.0,0.0,-46.28999996185303,-0.02041670481363956,0.8660254037844386,0.5000000000000001
2024-02-29,-46.33000087738037,0,0.0,0.0,0.0,-46.31250095367432,-0.020250002543131747,0.8660254037844386,0.5000000000000001
2024-03-01,-46.347498893737786,0,0.0,0.0,0.0,-46.33000087738037,-0.019833310445149504,1.0,6.123233995736766e-17
2024-03-02,-46.37249946594238,0,0.0,0.0,0.0,-46.347498893737786,-0.019916661580403647,1.0,6.123233995736766e-17
2024-03-03,-46.39500045776367,0,0.0,0.0,0.0,-46.37249946594238,-0.01983334223429362,1.0,6.123233995736766e-17
2024-03-04,-46.41749858856201,0,0.0,0.0,0.0,-46.39500045776367,-0.019916598002115884,1.0,6.123233995736766e-17
2024-03-05,-46.4399995803833,0,0.0,0.0,0.0,-46.41749858856201,-0.019999980926513672,1.0,6.123233995736766e-17
2024-03-06,-46.45749950408936,0,0.0,0.0,0.0,-46.4399995803833,-0.01974999109903995,1.0,6.123233995736766e-17
2024-03-07,-46.480000495910645,0,0.0,0.0,0.0,-46.45749950408936,-0.019750022888183595,1.0,6.123233995736766e-17
2024-03-08,-46.5024995803833,0,0.0,0.0,0.0,-46.480000495910645,-0.019999949137369556,1.0,6.123233995736766e-17
2024-03-09,-46.52749919891358,0,0.0,0.0,0.0,-46.5024995803833,-0.020333353678385655,1.0,6.123233995736766e-17
